ID,fldOrderNumber,fldQuoteNumber,fldTotalMinutes,fldTotalHours,fldTotalHoursCost,fldRefuseRecycle,fldStandardHours,fldStandardCost,fldChallengeHours,fldChallengeCost,fldCarryUpHours,fldCarryUpCost,fldChallengeCarryUpHrs,fldChallengeCarryUpCost,fldNumberOfInstallers,fldTotalPeiceCount,fldTotalTruckCost,fldHardwareCost,fldWarehouseRec,fldOnSiteRec,fldNewUsedRec,fldOvertimeDeliveryHrs,fldOvertimeDeliveryCost,fldTotalCostAnchorage,fldAnchorageSell,fldBaseDriveHrs,fldBaseDriveCost,fldCombBaseLaborCost,fldTotalCostBaseDrive,fldBaseSell,fldEagleRiverDriveHrs,fldEagleRiverDriveCost,fldCombEagleRiverLaborCost,fldTotalCostEagleRiverDrive,fldEagleRiverSell,fldValleyDriveHrs,fldValleyDriveCost,fldCombValleyLaborCost,fldTotalCostValleyDrive,fldValleySell,fldOutOfTownLabor,fldOutOfTownCost,fldNumOutOfTownInstallers,fldTtlOutOfTownCost,fldOutOfTownSell,fldLaborStdTime,fldLaborOverTime,fldToolOverWeight,fldPerDiem,fldHotelCost,fldAirFare,fldParking,fldRentalCar,fldMiscTravel,fldDate,fldTime,fldSales,fldProjMnger,fldDesigner,fldAcctCoord,fldHdFilingTeardown,fldHdFilingInstall,fldPostShelves,fldRotaryFiles,fldModWall,fldTotalReconfigTime,fldDavisBacon,fldTruckCharge,fldNumDays,fldCustomCut,fldCorian,fldFrtCost,fldFrtSell,fldApproved,fldQuoted,fldSold,fldOptStandard,fldOptChallenge,fldOptCarryUp,fldWareHouseRecHrs,fldOnSiteRecHrs,fldNewUsedRecHrs,fldMiscServices,fldAvgCostPerStationAnch,fldAvgCostPerStationBase,fldAvgCostPerStationER,fldAvgCostPerStationValley,fldAvgCostPerStationOutOfTown,fldNumberOfStations
564,86745,92273 1st floor,5101,85,"$3,230.00",3.4,88,"$3,344.00",103,"$3,914.00",97,3686,103,"$3,914.00",13,350,$50.00,$74.52,$484.50,$290.70,$484.50,0,$0.00,"$4,523.02","$6,651.50",32.5,"$1,560.00","$5,474.00","$6,083.02","$8,945.62",19.5,$936.00,"$4,850.00","$5,459.02","$8,027.97",32.5,"$1,787.50","$5,701.50","$6,310.52","$9,280.18",115.8,"$4,438.40",14,"$4,438.40","$6,527.06",112,3.800003,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/21/21,9:10:32 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,12.75,7.65,12.75,0,"$4,523.02","$6,083.02","$5,459.02","$6,310.52","$4,438.40",1
566,76475,92273 1st floor exsisting,6408,106.8,"$4,058.40",4.3,111,"$4,218.00",129,"$4,902.00",122,4636,129,"$4,902.00",16,500,$50.00,$42.12,$608.76,$365.26,$608.76,0,$0.00,"$5,602.88","$8,239.53",40,"$1,920.00","$6,822.00","$7,522.88","$11,063.06",24,"$1,152.00","$6,054.00","$6,754.88","$9,933.65",40,"$2,200.00","$7,102.00","$7,802.88","$11,474.82",145,"$5,520.00",18,"$5,520.00","$8,117.65",144,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/21/21,9:24:46 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,16.02,9.612001,16.02,0,"$5,602.88","$7,522.88","$6,754.88","$7,802.88","$5,520.00",1
565,86457,92273 2nd floor,5798,96.6,"$3,670.80",3.9,100,"$3,800.00",117,"$4,446.00",110,4180,117,"$4,446.00",15,360,$50.00,$64.80,$550.62,$330.37,$550.62,0,$0.00,"$5,111.42","$7,516.79",37.5,"$1,800.00","$6,246.00","$6,911.42","$10,163.85",22.5,"$1,080.00","$5,526.00","$6,191.42","$9,105.03",37.5,"$2,062.50","$6,508.50","$7,173.92","$10,549.88",131.5,"$5,032.00",16,"$5,032.00","$7,400.00",128,3.5,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/21/21,9:14:27 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,14.49,8.694,14.49,0,"$5,111.42","$6,911.42","$6,191.42","$7,173.92","$5,032.00",1
567,86475,92273 2nd floor exsisting,2766,46.1,"$1,751.80",1.8,48,"$1,824.00",56,"$2,128.00",53,2014,56,"$2,128.00",7,192,$50.00,$58.32,$262.77,$157.66,$262.77,0,$0.00,"$2,499.09","$3,675.13",17.5,$840.00,"$2,968.00","$3,339.09","$4,910.43",10.5,$504.00,"$2,632.00","$3,003.09","$4,416.31",17.5,$962.50,"$3,090.50","$3,461.59","$5,090.57",62.9,"$2,459.20",8,"$2,459.20","$3,616.47",56,6.900002,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/21/21,9:40:50 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,6.914999,4.149,6.914999,0,"$2,499.09","$3,339.09","$3,003.09","$3,461.59","$2,459.20",1
568,92074,92307 Ancillary,2248,37.5,"$1,425.00",1.5,39,"$1,482.00",45,"$1,710.00",43,1634,45,"$1,710.00",6,109,$50.00,$0.00,$213.75,$128.25,$213.75,0,$0.00,"$1,973.75","$2,902.57",15,$720.00,"$2,430.00","$2,693.75","$3,961.40",9,$432.00,"$2,142.00","$2,405.75","$3,537.87",15,$825.00,"$2,535.00","$2,798.75","$4,115.81",50.6,"$1,948.80",6,"$1,948.80","$2,865.88",48,2.599998,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/22/21,2:34:16 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5.625,3.375,5.625,0,"$1,973.75","$2,693.75","$2,405.75","$2,798.75","$1,948.80",1
569,92163,92341,570,9.5,$361.00,0.4,10,$380.00,11,$418.00,11,418,12,$456.00,1,30,$50.00,$0.00,$54.15,$32.49,$54.15,0,$0.00,$522.15,$767.87,2.5,$120.00,$538.00,$642.15,$944.34,1.5,$72.00,$490.00,$594.15,$873.75,2.5,$137.50,$555.50,$659.65,$970.07,12.4,$515.20,2,$515.20,$757.65,8,4.4,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/27/21,7:59:37 AM,Joe Schroeder,Paul Moyers,Tiffany Ghan,Tiffany Ghan,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.425,0.855,1.425,0,$522.15,$642.15,$594.15,$659.65,$515.20,1
570,92339,92342,507,8.4,$319.20,0.3,9,$342.00,10,$380.00,10,380,10,$380.00,1,22,$50.00,$16.20,$47.88,$28.73,$47.88,0,$0.00,$494.08,$726.59,2.5,$120.00,$500.00,$614.08,$903.06,1.5,$72.00,$452.00,$566.08,$832.47,2.5,$137.50,$517.50,$631.58,$928.79,11.3,$462.40,1,$462.40,$680.00,8,3.3,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/27/21,8:09:46 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.26,0.756,1.26,0,$494.08,$614.08,$566.08,$631.58,$462.40,1
571,91995,92373,36301,605,"$22,990.00",0,605,"$22,990.00",720,"$27,360.00",672,25536,702,"$26,676.00",90,3346,$50.00,$0.00,"$1,609.30","$2,069.10","$3,448.50",0,$0.00,"$29,019.30","$34,140.35",225,"$10,800.00","$38,160.00","$39,819.30","$46,846.23",135,"$6,480.00","$33,840.00","$35,499.30","$41,763.88",225,"$12,375.00","$39,735.00","$41,394.30","$48,699.18",762.4,"$28,995.20",95,"$28,995.20","$34,112.00",760,2.400024,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/28/21,10:33:20 AM,YKHC-PJCP,Paul Moyers,Paul Moyers,Tiffany Ghan,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,42.35,54.45,90.75001,0,"$29,019.30","$39,819.30","$35,499.30","$41,394.30","$28,995.20",1
572,92369,92378,13429,223.8,"$8,504.40",9,233,"$8,854.00",271,"$10,298.00",255,9690,271,"$10,298.00",34,439,$50.00,$307.80,"$1,275.66",$765.40,"$1,275.66",0,$0.00,"$11,931.46","$17,546.26",85,"$4,080.00","$14,378.00","$16,011.46","$23,546.26",51,"$2,448.00","$12,746.00","$14,379.46","$21,146.26",85,"$4,675.00","$14,973.00","$16,606.46","$24,421.27",304.6,"$11,580.80",38,"$11,580.80","$17,030.59",304,0.6000061,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/28/21,12:40:33 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,33.57,20.142,33.57,0,"$11,931.46","$16,011.46","$14,379.46","$16,606.46","$11,580.80",1
573,92630,92654,90,1.5,$57.00,0.1,2,$76.00,2,$76.00,2,76,2,$76.00,1,5,$50.00,$0.00,$8.55,$5.13,$8.55,0,$0.00,$134.55,$197.87,2.5,$120.00,$196.00,$254.55,$374.34,1.5,$72.00,$148.00,$206.55,$303.75,2.5,$137.50,$213.50,$272.05,$400.07,2.2,$105.60,0,$105.60,$155.29,0,2.2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,8/18/21,11:19:58 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.225,0.135,0.225,0,$134.55,$254.55,$206.55,$272.05,$105.60,1
