ID,fldOrderNumber,fldQuoteNumber,fldTotalMinutes,fldTotalHours,fldTotalHoursCost,fldRefuseRecycle,fldStandardHours,fldStandardCost,fldChallengeHours,fldChallengeCost,fldCarryUpHours,fldCarryUpCost,fldChallengeCarryUpHrs,fldChallengeCarryUpCost,fldNumberOfInstallers,fldTotalPeiceCount,fldTotalTruckCost,fldHardwareCost,fldWarehouseRec,fldOnSiteRec,fldNewUsedRec,fldOvertimeDeliveryHrs,fldOvertimeDeliveryCost,fldTotalCostAnchorage,fldAnchorageSell,fldBaseDriveHrs,fldBaseDriveCost,fldCombBaseLaborCost,fldTotalCostBaseDrive,fldBaseSell,fldEagleRiverDriveHrs,fldEagleRiverDriveCost,fldCombEagleRiverLaborCost,fldTotalCostEagleRiverDrive,fldEagleRiverSell,fldValleyDriveHrs,fldValleyDriveCost,fldCombValleyLaborCost,fldTotalCostValleyDrive,fldValleySell,fldOutOfTownLabor,fldOutOfTownCost,fldNumOutOfTownInstallers,fldTtlOutOfTownCost,fldOutOfTownSell,fldLaborStdTime,fldLaborOverTime,fldToolOverWeight,fldPerDiem,fldHotelCost,fldAirFare,fldParking,fldRentalCar,fldMiscTravel,fldDate,fldTime,fldSales,fldProjMnger,fldDesigner,fldAcctCoord,fldHdFilingTeardown,fldHdFilingInstall,fldPostShelves,fldRotaryFiles,fldModWall,fldTotalReconfigTime,fldDavisBacon,fldTruckCharge,fldNumDays,fldCustomCut,fldCorian,fldFrtCost,fldFrtSell,fldApproved,fldQuoted,fldSold,fldOptStandard,fldOptChallenge,fldOptCarryUp,fldWareHouseRecHrs,fldOnSiteRecHrs,fldNewUsedRecHrs,fldMiscServices,fldAvgCostPerStationAnch,fldAvgCostPerStationBase,fldAvgCostPerStationER,fldAvgCostPerStationValley,fldAvgCostPerStationOutOfTown,fldNumberOfStations
148,55160,55260,45,0.8,$29.80,0,1,$37.25,1,$37.25,1,37.25,1,$37.25,1,1,$50.00,$0.00,$4.47,$2.68,$4.47,0,$0.00,$91.72,$131.03,2.5,$118.13,$155.38,$209.85,$299.78,1.5,$70.88,$108.13,$162.60,$232.28,2.5,$137.50,$174.75,$229.22,$327.46,1.1,$51.98,0,$51.98,$74.25,0,1.1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9/1/16,9:58:24 AM,Tom Hawkins,Tom Hawkins,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.12,0.072,0.12,0,$91.72,$209.85,$162.60,$229.22,$51.98,1
149,55161,55264,230,3.8,$141.55,0.2,4,$149.00,5,$186.25,4,149,5,$186.25,1,12,$50.00,$0.00,$21.23,$12.74,$21.23,0,$0.00,$257.48,$367.83,2.5,$118.13,$304.38,$375.61,$536.58,1.5,$70.88,$257.13,$328.36,$469.08,2.5,$137.50,$323.75,$394.98,$564.26,5.6,$264.60,1,$264.60,$378.00,0,5.6,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9/1/16,10:19:43 AM,Tom Hawkins,Tom Hawkins,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.5700001,0.342,0.5700001,0,$257.48,$375.61,$328.36,$394.98,$264.60,1
150,55413,55465,187,3.1,$115.48,0.1,3,$111.75,4,$149.00,4,149,4,$149.00,1,21,$50.00,$0.00,$19.63,$10.39,$17.32,0,$0.00,$218.63,$312.33,2.5,$118.13,$267.13,$336.76,$481.08,1.5,$70.88,$219.88,$289.51,$413.58,2.5,$137.50,$286.50,$356.13,$508.76,4.5,$212.63,1,$212.63,$303.75,0,4.5,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9/12/16,11:52:02 AM,Lonnie Hawkins,Lonnie Hawkins,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.527,0.279,0.465,0,$218.63,$336.76,$289.51,$356.13,$212.63,1
151,55477,55485,7465,124.4,"$4,633.90",5,129,"$4,805.25",143,"$5,326.75",142,5289.5,151,"$5,624.75",4,331,$200.00,$0.00,$695.09,$417.05,$695.09,0,$0.00,"$6,221.84","$8,888.34",10,$472.50,"$5,799.25","$6,694.34","$9,563.34",6,$283.50,"$5,610.25","$6,505.34","$9,293.34",10,$550.00,"$5,876.75","$6,771.84","$9,674.05",161.7,"$6,040.33",5,"$6,040.33","$8,629.04",160,1.699997,$0.00,$0.00,$0.00,$0.00,$0.00,$8.00,$0.00,9/13/16,6:56:30 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,4,4,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,18.66,11.196,18.66,0,"$6,221.83","$6,694.33","$6,505.33","$6,771.83","$6,040.32",1
106,53484,5555,228,3.8,$141.55,0.2,4,$149.00,5,$186.25,4,149,5,$186.25,1,10,$50.00,$0.00,$21.23,$12.74,$21.23,0,$0.00,$257.48,$367.83,2.5,$118.13,$304.38,$375.61,$536.58,1.5,$70.88,$257.13,$328.36,$469.08,2.5,$137.50,$323.75,$394.98,$564.26,5.6,$264.60,1,$264.60,$378.00,0,5.6,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,6/22/16,1:11:20 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.5700001,0.342,0.5700001,0,$257.48,$375.61,$328.36,$394.98,$264.60,1
97,55555,55555,1964,32.7,"$1,218.08",1.3,34,"$1,266.50",39,"$1,452.75",38,1415.5,39,"$1,452.75",2,144,$50.00,$0.00,$182.71,$109.63,$182.71,0,$0.00,"$1,685.46","$2,407.80",5,$236.25,"$1,689.00","$1,921.71","$2,745.30",3,$141.75,"$1,594.50","$1,827.21","$2,610.30",5,$275.00,"$1,727.75","$1,960.46","$2,800.66",43.9,"$1,754.28",3,"$1,754.28","$2,506.11",32,11.9,$0.00,$0.00,$0.00,$0.00,$0.00,$2.00,$0.00,5/23/16,8:37:43 AM,Tom Hawkins,Tom Hawkins,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,2,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.905001,2.943,4.905001,0,"$1,685.46","$1,921.71","$1,827.21","$1,960.46","$1,754.28",1
245,55555,555555,3981,66.3,"$2,469.68",2.7,69,"$2,570.25",79,"$2,942.75",76,2831,80,"$2,980.00",3,345,$250.00,$119.88,$370.45,$222.27,$370.45,0,$0.00,"$3,683.08","$5,261.55",7.5,$354.38,"$3,297.13","$4,037.46","$5,767.80",4.5,$212.63,"$3,155.38","$3,895.71","$5,565.30",7.5,$412.50,"$3,355.25","$4,095.58","$5,850.83",88.9,"$3,400.53",4,"$3,400.53","$4,857.89",80,8.900002,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,5/4/17,7:50:42 AM,Joe Schroeder,Joe Schroeder,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,5,3,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,9.945001,5.967,9.945001,0,$736.62,$807.49,$779.14,$819.12,$680.11,5
153,55593,55607,1641,27.4,"$1,020.65",1.1,28,"$1,043.00",33,"$1,229.25",31,1154.75,33,"$1,229.25",2,85,$50.00,$55.08,$153.10,$91.86,$153.10,0,$0.00,"$1,636.43","$2,337.75",5,$236.25,"$1,465.50","$1,872.68","$2,675.25",3,$141.75,"$1,371.00","$1,778.18","$2,540.25",5,$275.00,"$1,504.25","$1,911.43","$2,730.61",37.1,"$1,432.98",2,"$1,432.98","$2,047.11",32,5.099998,$0.00,$0.00,$0.00,$0.00,$0.00,$2.00,$0.00,9/16/16,9:23:28 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,2,$149.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.11,2.466,4.11,0,"$1,636.43","$1,872.68","$1,778.18","$1,911.43","$1,432.97",1
152,55438,55615,7508,125.1,"$4,659.98",5,130,"$4,842.50",149,"$5,550.25",143,5326.75,151,"$5,624.75",4,700,$250.00,$3.24,$699.00,$419.40,$699.00,0,$0.00,"$6,651.49","$9,502.12",10,$472.50,"$6,022.75","$7,123.99","$10,177.12",6,$283.50,"$5,833.75","$6,934.99","$9,907.12",10,$550.00,"$6,100.25","$7,201.49","$10,287.84",167.8,"$6,328.55",4,"$6,328.55","$9,040.79",160,7.800003,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,$0.00,9/16/16,9:02:57 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,5,5,$149.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,18.765,11.259,18.765,0,"$6,651.49","$7,123.99","$6,934.99","$7,201.49","$6,328.55",1
154,55809,55900,60,1,$37.25,0,1,$37.25,1,$37.25,1,37.25,1,$37.25,1,2,$50.00,$0.00,$5.59,$3.35,$5.59,0,$0.00,$92.84,$132.63,2.5,$118.13,$155.38,$210.96,$301.38,1.5,$70.88,$108.13,$163.71,$233.88,2.5,$137.50,$174.75,$230.34,$329.05,1.2,$56.70,0,$56.70,$81.00,0,1.2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9/28/16,9:18:15 AM,Tom Hawkins,Lonnie Hawkins,Lonnie Hawkins,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.15,0.09,0.15,0,$92.84,$210.96,$163.71,$230.34,$56.70,1
138,55008,55999,13259,221,"$8,232.25",8.8,230,"$8,567.50",261,"$9,722.25",254,9461.5,265,"$9,871.25",3,875,$50.00,$9.72,"$1,234.84",$740.90,"$1,234.84",0,$0.00,"$11,165.81","$15,951.15",7.5,$354.38,"$10,225.63","$11,520.18","$16,457.40",4.5,$212.63,"$10,083.88","$11,378.43","$16,254.90",7.5,$412.50,"$10,283.75","$11,578.31","$16,540.44",298.2,"$11,209.95",4,"$11,209.95","$16,014.21",288,10.20001,$0.00,$0.00,$0.00,$0.00,$0.00,$15.00,$0.00,8/22/16,2:16:56 PM,Tom Hawkins,Paul Moyers,Lonnie Hawkins,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,10,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,33.15,19.89,33.15,0,"$11,165.81","$11,520.18","$11,378.43","$11,578.31","$11,209.95",1
163,56057,56085,330,7.5,$279.38,0.3,8,$298.00,9,$335.25,9,335.25,9,$335.25,1,19,$50.00,$9.72,$41.91,$25.14,$41.91,0,$0.00,$436.88,$624.11,2.5,$118.13,$453.38,$555.00,$792.86,1.5,$70.88,$406.13,$507.75,$725.36,2.5,$137.50,$472.75,$574.38,$820.54,10.1,$397.23,1,$397.23,$567.46,8,2.1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/4/16,9:06:23 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,300,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.125,0.675,1.125,0,$436.88,$555.00,$507.75,$574.38,$397.23,1
164,56058,56086,145,4.4,$163.90,0.2,5,$186.25,5,$186.25,5,186.25,5,$186.25,1,7,$50.00,$6.48,$24.59,$14.75,$24.59,0,$0.00,$267.32,$381.88,2.5,$118.13,$304.38,$385.44,$550.63,1.5,$70.88,$257.13,$338.19,$483.13,2.5,$137.50,$323.75,$404.82,$578.31,5.7,$269.33,1,$269.33,$384.75,0,5.7,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/4/16,9:13:20 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,300,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.6600001,0.396,0.6600001,0,$267.32,$385.44,$338.19,$404.82,$269.32,1
165,56091,56099,702,11.7,$435.83,0.5,12,$447.00,14,$521.50,13,484.25,14,$521.50,2,41,$50.00,$0.00,$65.37,$39.22,$65.37,0,$0.00,$636.87,$909.82,5,$236.25,$757.75,$873.12,"$1,247.32",3,$141.75,$663.25,$778.62,"$1,112.32",5,$275.00,$796.50,$911.87,"$1,302.68",15.8,$666.55,2,$666.55,$952.21,8,7.8,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$0.00,10/4/16,11:15:47 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.755,1.053,1.755,0,$636.87,$873.12,$778.62,$911.87,$666.55,1
166,55875,56124,1810,30.2,"$1,124.95",1.2,31,"$1,154.75",36,"$1,341.00",34,1266.5,37,"$1,378.25",4,92,$50.00,$0.00,$168.74,$101.25,$168.74,0,$0.00,"$1,559.74","$2,228.20",10,$472.50,"$1,813.50","$2,032.24","$2,903.20",6,$283.50,"$1,624.50","$1,843.24","$2,633.20",10,$550.00,"$1,891.00","$2,109.74","$3,013.92",40.5,"$1,513.63",5,"$1,513.63","$2,162.32",40,0.5,$0.00,$0.00,$0.00,$0.00,$0.00,$2.00,$0.00,10/5/16,11:43:10 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.530001,2.718,4.530001,0,"$1,559.74","$2,032.24","$1,843.24","$2,109.74","$1,513.63",1
167,56157,56213,30,1,$37.25,0,1,$37.25,1,$37.25,1,37.25,1,$37.25,1,10,$50.00,$0.00,$5.59,$3.35,$5.59,0,$0.00,$122.84,$175.48,2.5,$118.13,$155.38,$240.96,$344.23,1.5,$70.88,$108.13,$193.71,$276.73,2.5,$137.50,$174.75,$260.34,$371.91,1.2,$56.70,0,$56.70,$81.00,0,1.2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/10/16,11:43:44 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.15,0.09,0.15,30,$122.84,$240.96,$193.71,$260.34,$56.70,1
168,,56214,515,9.1,$338.98,0.4,10,$372.50,11,$409.75,10,372.5,11,$409.75,1,23,$50.00,$25.92,$50.85,$30.51,$50.85,0,$0.00,$566.52,$809.31,2.5,$118.13,$527.88,$684.64,$978.06,1.5,$70.88,$480.63,$637.39,$910.56,2.5,$137.50,$547.25,$704.02,"$1,005.74",12.4,$505.90,2,$505.90,$722.71,8,4.4,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/10/16,11:57:13 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.365,0.8190001,1.365,30,$566.52,$684.64,$637.39,$704.02,$505.90,1
169,56171,56218,222,4.2,$156.45,0.2,4,$149.00,5,$186.25,5,186.25,5,$186.25,1,14,$50.00,$0.00,$23.47,$14.08,$23.47,0,$0.00,$289.72,$413.88,2.5,$118.13,$304.38,$407.84,$582.63,1.5,$70.88,$257.13,$360.59,$515.13,2.5,$137.50,$323.75,$427.22,$610.31,5.6,$264.60,1,$264.60,$378.00,0,5.6,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/10/16,12:17:25 PM,Tom Hawkins,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.63,0.378,0.63,30,$289.72,$407.84,$360.59,$427.22,$264.60,1
170,56137,56220,353,6.9,$257.03,0.3,7,$260.75,8,$298.00,8,298,8,$298.00,1,20,$50.00,$12.96,$38.55,$23.13,$38.55,0,$0.00,$459.51,$656.45,2.5,$118.13,$416.13,$577.64,$825.20,1.5,$70.88,$368.88,$530.39,$757.70,2.5,$137.50,$435.50,$597.01,$852.88,9,$345.25,1,$345.25,$493.21,8,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/10/16,12:27:40 PM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.035,0.621,1.035,60,$459.51,$577.64,$530.39,$597.01,$345.25,1
171,56228,56245,260,4.3,$160.18,0.2,4,$149.00,5,$186.25,5,186.25,5,$186.25,1,14,$50.00,$0.00,$24.03,$14.42,$24.03,0,$0.00,$260.28,$371.82,2.5,$118.13,$304.38,$378.40,$540.57,1.5,$70.88,$257.13,$331.15,$473.07,2.5,$137.50,$323.75,$397.78,$568.25,5.6,$264.60,1,$264.60,$378.00,0,5.6,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/11/16,8:14:44 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.645,0.387,0.645,0,$260.28,$378.40,$331.15,$397.78,$264.60,1
172,47676,56379 AO2,735,12.2,$524.60,0.5,13,$559.00,14,$602.00,14,602,15,$645.00,2,37,$50.00,$6.48,$68.17,$47.21,$78.69,0,$0.00,$726.65,"$1,038.07",5,$236.25,$838.25,$962.90,"$1,375.57",3,$141.75,$743.75,$868.40,"$1,240.57",5,$275.00,$877.00,"$1,001.65","$1,430.93",15.6,$657.10,2,$657.10,$938.71,8,7.6,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$0.00,10/17/16,8:51:08 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.83,1.26749,2.112483,0,$726.65,$962.90,$868.40,"$1,001.65",$657.10,1
173,56061,56391,800,13.3,$495.43,0.5,14,$521.50,16,$596.00,15,558.75,16,$596.00,2,20,$50.00,$0.00,$74.31,$44.59,$74.31,0,$0.00,$720.31,"$1,029.02",5,$236.25,$832.25,$956.56,"$1,366.52",3,$141.75,$737.75,$862.06,"$1,231.52",5,$275.00,$871.00,$995.31,"$1,421.88",18,$690.50,2,$690.50,$986.43,16,2,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$0.00,10/17/16,12:56:46 PM,Joe Schroeder,Joe Schroeder,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.995,1.197,1.995,0,$720.31,$956.56,$862.06,$995.31,$690.50,1
174,56572,56624,304,6.1,$227.23,0.2,6,$223.50,7,$260.75,7,260.75,7,$260.75,1,33,$50.00,$0.00,$34.08,$20.45,$34.08,0,$0.00,$404.83,$578.33,2.5,$118.13,$378.88,$522.96,$747.08,1.5,$70.88,$331.63,$475.71,$679.58,2.5,$137.50,$398.25,$542.33,$774.76,7.9,$373.28,1,$373.28,$533.25,0,7.9,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/27/16,10:26:03 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.915,0.549,0.915,60,$404.83,$522.96,$475.71,$542.33,$373.27,1
175,556621,56649,250,4.2,$156.45,0.2,4,$149.00,5,$186.25,5,186.25,5,$186.25,1,12,$50.00,$3.24,$23.47,$14.08,$23.47,0,$0.00,$262.96,$375.65,2.5,$118.13,$304.38,$381.08,$544.40,1.5,$70.88,$257.13,$333.83,$476.90,2.5,$137.50,$323.75,$400.46,$572.08,5.6,$264.60,1,$264.60,$378.00,0,5.6,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/28/16,9:16:09 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,180,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.63,0.378,0.63,0,$262.96,$381.08,$333.83,$400.46,$264.60,1
176,56633,56654,4329,96.2,"$3,583.45",3.8,100,"$3,725.00",116,"$4,321.00",110,4097.5,116,"$4,321.00",4,128,$200.00,$0.00,$537.52,$322.51,$537.52,0,$0.00,"$5,418.52","$7,740.74",10,$472.50,"$4,793.50","$5,891.02","$8,415.74",6,$283.50,"$4,604.50","$5,702.02","$8,145.74",10,$550.00,"$4,871.00","$5,968.52","$8,526.45",130.4,"$4,881.40",4,"$4,881.40","$6,973.43",128,2.399994,$0.00,$0.00,$0.00,$0.00,$0.00,$8.00,$0.00,10/28/16,10:04:06 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,1080,$0.00,4,4,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,14.43,8.658,14.43,360,$451.54,$490.92,$475.17,$497.38,$406.78,12
177,56828,56888,152,5,$186.25,0.2,5,$186.25,6,$223.50,6,223.5,6,$223.50,1,10,$50.00,$3.24,$27.94,$16.76,$27.94,0,$0.00,$454.68,$649.54,2.5,$118.13,$341.63,$572.80,$818.29,1.5,$70.88,$294.38,$525.55,$750.79,2.5,$137.50,$361.00,$592.18,$845.97,6.8,$321.30,1,$321.30,$459.00,0,6.8,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/8/16,9:49:38 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.7500001,0.45,0.7500001,150,$454.68,$572.80,$525.55,$592.18,$321.30,1
178,56621,56890,583,11.2,$417.20,0.4,12,$447.00,13,$484.25,13,484.25,14,$521.50,2,25,$50.00,$19.44,$62.58,$37.55,$62.58,0,$0.00,$706.27,"$1,008.96",5,$236.25,$720.50,$942.52,"$1,346.46",3,$141.75,$626.00,$848.02,"$1,211.46",5,$275.00,$759.25,$981.27,"$1,401.81",14.7,$614.58,2,$614.58,$877.96,8,6.7,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$0.00,11/8/16,10:02:16 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.68,1.008,1.68,90,$706.27,$942.52,$848.02,$981.27,$614.57,1
179,56900,56931,2395,39.9,"$1,486.28",1.6,42,"$1,564.50",47,"$1,750.75",45,1676.25,48,"$1,788.00",3,134,$150.00,$16.20,$222.94,$133.76,$222.94,0,$0.00,"$2,177.14","$3,110.20",7.5,$354.38,"$2,142.38","$2,531.52","$3,616.45",4.5,$212.63,"$2,000.63","$2,389.77","$3,413.95",7.5,$412.50,"$2,200.50","$2,589.64","$3,699.49",54,"$2,071.50",3,"$2,071.50","$2,959.29",48,6,$0.00,$0.00,$0.00,$0.00,$0.00,$3.00,$0.00,11/9/16,9:51:11 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,3,2,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,5.985001,3.591,5.985001,0,"$2,177.14","$2,531.52","$2,389.77","$2,589.64","$2,071.50",1
181,57107,57178,207,5.4,$201.15,0.2,6,$223.50,6,$223.50,6,223.5,7,$260.75,1,15,$50.00,$0.00,$30.17,$18.10,$30.17,0,$0.00,$460.92,$658.46,2.5,$118.13,$378.88,$579.05,$827.21,1.5,$70.88,$331.63,$531.80,$759.71,2.5,$137.50,$398.25,$598.42,$854.89,7.8,$368.55,1,$368.55,$526.50,0,7.8,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/18/16,11:42:02 AM,Joe Schroeder,Joe Schroeder,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.8100001,0.4860001,0.8100001,120,$460.92,$579.05,$531.80,$598.42,$368.55,1
182,57184,57192,1018,17.5,$651.88,0.7,18,$670.50,20,$745.00,20,745,21,$782.25,2,62,$50.00,$6.48,$97.78,$58.67,$97.78,0,$0.00,$929.26,"$1,327.52",5,$236.25,$981.25,"$1,165.51","$1,665.02",3,$141.75,$886.75,"$1,071.01","$1,530.02",5,$275.00,"$1,020.00","$1,204.26","$1,720.37",22.6,$907.85,3,$907.85,"$1,296.93",16,6.6,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$0.00,11/21/16,9:53:09 AM,Joe Schroeder,Paul Moyers,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2.625,1.575,2.625,30,$929.26,"$1,165.51","$1,071.01","$1,204.26",$907.85,1
183,57314,57316,365,6.1,$227.23,0.2,6,$223.50,7,$260.75,7,260.75,7,$260.75,1,15,$50.00,$0.00,$34.08,$20.45,$34.08,0,$0.00,$344.83,$492.62,2.5,$118.13,$378.88,$462.96,$661.37,1.5,$70.88,$331.63,$415.71,$593.87,2.5,$137.50,$398.25,$482.33,$689.05,7.9,$373.28,1,$373.28,$533.25,0,7.9,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/28/16,11:57:18 AM,Joe Schroeder,Joe Schroeder,Melanie Browning,Pam Sebrey,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.915,0.549,0.915,0,$344.83,$462.96,$415.71,$482.33,$373.27,1
